userid,read_commentsum,likesum,click_avatarsum,forwardsum,commentsum,followsum,favoritesum,date_
228340,49,17,6,0,4,3,4,11
228370,1,1,0,1,0,0,0,11
228376,12,0,0,0,0,0,0,11
228382,2,2,2,0,0,0,0,11
228407,43,2,0,0,0,0,0,11
228422,0,0,1,0,0,0,0,11
228433,0,1,14,1,0,2,0,11
228456,0,0,0,0,0,0,0,11
228475,0,4,0,0,0,0,0,11
228500,0,0,0,0,0,0,0,11
228501,0,1,0,0,0,0,0,11
228520,3,2,0,1,1,0,0,11
228523,7,6,0,0,1,0,0,11
228536,0,2,0,0,0,0,0,11
228548,28,2,6,0,0,1,0,11
228557,26,30,0,0,0,0,4,11
228585,0,0,0,0,0,0,1,11
228596,98,0,2,0,0,0,0,11
228599,12,4,0,0,0,0,0,11
228617,0,1,0,0,0,0,0,11
228622,1,1,1,3,0,0,0,11
228645,0,0,0,0,0,0,0,11
228651,0,2,10,0,0,5,1,11
228662,0,0,0,0,0,0,0,11
228682,83,3,0,0,0,0,0,11
228691,33,1,0,0,0,0,0,11
228716,0,5,0,3,0,0,0,11
228718,177,1,0,0,0,0,0,11
228775,5,4,0,0,0,0,0,11
228779,0,3,1,2,0,0,0,11
228784,10,0,4,0,0,3,0,11
228787,0,3,0,0,0,0,0,11
228822,0,2,0,3,0,0,0,11
228827,1,0,0,0,0,0,0,11
228828,0,0,1,0,0,0,0,11
228848,1,2,0,0,0,0,0,11
228870,0,0,2,0,0,0,0,11
228879,16,16,0,0,0,0,0,11
228883,0,4,0,6,0,0,0,11
228918,0,0,1,0,0,0,0,11
228936,11,22,0,0,0,0,0,11
228941,0,78,1,2,0,0,3,11
228945,0,12,0,0,0,0,0,11
228953,0,3,0,0,0,0,6,11
228968,0,1,1,0,0,0,0,11
228980,103,16,0,0,1,0,0,11
228986,0,0,1,0,0,0,0,11
228990,0,10,2,0,0,0,0,11
228999,0,0,0,0,0,0,0,11
229008,0,4,1,0,0,0,0,11
229011,1,35,6,1,0,0,0,11
229012,0,2,0,1,0,0,0,11
229029,3,3,0,0,0,0,0,11
229033,0,4,3,5,0,0,0,11
229077,0,3,0,0,0,0,0,11
229090,12,6,0,0,0,0,0,11
229103,0,0,2,0,0,0,0,11
229118,43,0,0,0,0,0,0,11
229119,3,0,7,3,0,6,0,11
229147,0,0,1,0,0,0,0,11
229164,13,0,0,0,0,0,3,11
229215,0,0,0,0,0,0,0,11
229218,0,0,0,0,0,0,0,11
229233,0,0,2,0,0,0,0,11
229235,0,0,0,1,0,0,0,11
229254,0,0,0,2,0,0,0,11
229261,23,2,0,0,0,0,0,11
229264,1,2,0,0,0,0,0,11
229273,0,5,1,1,0,0,0,11
229290,1,1,0,0,0,0,0,11
229301,0,3,0,0,0,0,0,11
229321,0,1,1,0,0,0,0,11
229333,0,1,0,0,0,0,0,11
229356,0,1,0,0,0,0,0,11
229357,26,1,0,9,0,0,5,11
229363,0,0,3,0,0,3,0,11
229365,5,60,0,0,0,0,0,11
229368,0,0,0,0,0,0,0,11
229370,0,32,0,0,0,0,0,11
229406,1,31,0,0,0,0,0,11
229414,2,1,0,1,2,0,0,11
229416,0,7,5,1,0,0,0,11
229417,0,8,0,0,0,0,0,11
229428,3,4,0,0,0,0,0,11
229446,1,3,1,8,0,0,0,11
229469,51,1,0,2,0,0,0,11
229500,15,0,0,1,0,0,0,11
229507,0,2,10,0,0,6,0,11
229512,1,1,0,0,0,0,0,11
229518,35,1,2,0,0,0,0,11
229521,2,2,5,0,0,0,0,11
229526,0,22,0,2,0,0,0,11
229576,1,31,2,0,0,0,0,11
229585,1,1,4,0,0,0,0,11
229596,1,4,0,2,0,0,0,11
229615,0,0,8,1,0,0,0,11
229620,0,0,1,0,0,0,0,11
229622,1,1,0,0,0,0,0,11
229642,36,1,0,0,0,0,0,11
229648,0,10,0,0,0,0,0,11
229655,40,5,0,0,0,0,0,11
229660,0,3,7,0,0,0,3,11
229663,0,0,0,1,0,0,0,11
229675,0,0,1,0,0,0,0,11
229680,0,0,2,1,0,0,0,11
229695,0,4,0,0,0,0,0,11
229697,0,6,0,0,0,0,0,11
229701,0,0,1,0,0,0,0,11
229706,2,3,7,0,0,0,0,11
229719,0,7,1,2,0,1,0,11
229728,6,2,0,0,0,0,0,11
229729,9,9,0,0,4,0,0,11
229743,2,1,0,0,0,0,0,11
229745,1,0,0,0,0,0,0,11
229756,0,2,1,0,0,0,0,11
229757,1,0,1,0,0,0,0,11
229774,0,0,3,1,0,0,0,11
229784,12,1,0,0,0,0,0,11
229826,3,1,0,4,0,0,2,11
229829,1,2,0,4,0,0,0,11
229836,36,1,1,0,0,1,0,11
229839,0,11,0,0,0,0,0,11
229854,0,1,1,0,0,0,0,11
229863,3,10,2,0,0,1,0,11
229868,0,3,0,0,0,0,0,11
229879,3,0,0,11,0,0,0,11
229887,1,0,1,0,0,0,0,11
229918,0,0,0,0,0,0,0,11
229922,0,0,0,0,0,0,0,11
229929,1,0,4,0,0,0,0,11
229961,3,0,0,0,0,0,0,11
229966,0,1,5,0,0,5,0,11
229968,0,10,0,0,0,0,0,11
230021,0,0,0,0,0,0,0,11
230032,3,3,1,2,0,0,0,11
230054,0,3,0,1,0,0,1,11
230065,0,2,0,0,0,0,0,11
230073,0,7,1,0,0,0,0,11
230077,3,1,0,1,0,0,0,11
230126,11,1,1,0,0,1,6,11
230129,0,0,1,0,0,0,0,11
230163,0,0,1,0,0,0,0,11
230173,1,0,0,0,0,0,2,11
230175,0,6,3,0,0,0,0,11
230177,0,16,0,0,0,0,0,11
230184,0,0,0,0,0,0,0,11
230188,0,4,0,0,0,0,0,11
230221,0,1,7,0,0,0,0,11
230253,7,0,3,0,0,1,5,11
230265,3,1,0,0,0,0,0,11
230268,40,0,10,0,0,0,0,11
230277,0,3,0,1,0,0,0,11
230299,80,3,1,0,0,0,0,11
230387,0,1,0,4,0,0,1,11
230391,0,0,1,0,0,0,0,11
230396,0,0,6,0,0,0,0,11
230432,16,3,0,0,0,0,0,11
230464,3,2,1,0,0,0,0,11
230476,1,17,0,0,0,0,0,11
230482,0,0,1,0,0,0,0,11
230500,0,0,0,0,0,0,0,11
230520,3,0,0,0,0,0,0,11
230534,16,67,2,0,0,2,0,11
230541,203,2,6,2,0,0,0,11
230548,0,0,0,2,0,0,0,11
230559,0,1,0,0,0,0,0,11
230605,0,1,0,0,0,0,0,11
230609,27,7,0,0,0,0,0,11
230623,16,11,0,0,0,0,0,11
230630,1,3,0,0,0,0,0,11
230638,3,2,1,0,0,0,0,11
230655,0,3,1,0,0,0,0,11
230723,0,1,0,0,0,0,0,11
230743,1,23,1,3,0,0,0,11
230752,1,4,0,0,0,0,0,11
230761,1,2,1,0,0,0,0,11
230770,0,0,1,0,0,0,0,11
230777,0,4,0,0,0,0,0,11
230800,0,5,0,0,0,0,0,11
230816,1,1,0,0,0,0,0,11
230828,0,3,0,0,0,0,0,11
230849,0,0,0,0,0,0,0,11
230862,0,4,1,0,0,0,0,11
230880,2,1,0,8,0,0,0,11
230897,0,2,0,0,0,0,0,11
230907,0,0,1,0,0,0,4,11
230935,8,112,0,0,0,0,0,11
230941,0,0,0,0,0,0,0,11
230955,6,11,4,0,0,0,0,11
230960,15,2,9,4,0,0,0,11
230962,0,4,0,0,0,0,2,11
230966,1,0,0,0,0,0,0,11
230968,3,3,0,1,0,0,0,11
230979,0,5,0,0,0,0,0,11
230981,0,0,0,0,0,0,0,11
231021,0,2,0,0,0,0,0,11
231033,0,1,1,0,0,0,0,11
231037,0,32,1,0,0,0,0,11
231055,0,1,0,10,0,0,0,11
231058,0,10,0,2,0,0,0,11
231061,0,6,0,2,0,0,0,11
231072,1,3,0,0,0,0,0,11
231075,0,2,0,0,0,0,0,11
231086,0,1,0,2,0,0,0,11
231093,0,2,0,0,0,0,0,11
231100,0,2,0,0,0,0,0,11
231118,10,14,1,0,0,0,0,11
231122,3,19,0,5,0,0,0,11
231157,0,0,0,0,0,0,0,11
231182,0,14,0,1,0,0,0,11
231243,0,3,0,0,0,0,0,11
231249,0,4,0,0,0,0,0,11
231309,0,22,0,0,0,0,0,11
231329,0,1,4,6,0,1,0,11
231342,1,0,1,0,0,0,0,11
231347,0,0,0,0,0,0,0,11
231355,125,5,0,0,0,0,0,11
231360,0,15,0,0,0,0,0,11
231380,0,2,0,2,0,0,5,11
231381,2,4,0,0,0,0,0,11
231391,1,4,2,0,0,0,0,11
231393,0,1,0,1,0,0,0,11
231406,0,4,2,0,0,0,0,11
231421,0,0,1,1,0,0,0,11
231428,66,0,11,0,0,0,0,11
231436,0,2,0,0,0,0,0,11
231445,3,8,0,0,0,0,0,11
231453,0,4,0,0,0,0,0,11
231460,0,2,16,0,0,0,0,11
231464,0,10,0,0,0,0,0,11
231494,0,2,0,1,0,0,0,11
231528,0,1,0,1,0,0,0,11
231549,0,4,0,0,0,0,1,11
231552,2,36,0,3,0,0,9,11
231588,2,9,4,1,1,2,0,11
231607,16,0,0,0,0,0,0,11
231611,0,0,0,0,0,0,0,11
231636,0,0,0,0,0,0,0,11
231642,0,0,1,0,0,0,0,11
231655,0,2,1,0,0,0,0,11
231666,0,7,0,2,0,0,0,11
231669,0,1,0,0,0,0,0,11
231673,0,1,5,0,0,0,0,11
231680,2,8,0,1,0,0,0,11
231706,1,2,0,0,0,0,0,11
231728,2,0,0,0,0,0,0,11
231733,0,1,6,0,0,0,0,11
231742,0,2,0,0,0,0,0,11
231773,0,0,0,0,0,0,0,11
231784,7,0,1,0,0,0,0,11
231785,0,2,0,0,0,0,0,11
231788,1,5,0,1,0,0,0,11
231790,3,1,1,0,0,0,0,11
231821,0,1,0,0,0,0,0,11
231827,0,8,4,1,0,0,0,11
231853,0,0,0,0,0,0,0,11
231863,37,0,0,0,0,0,0,11
231864,1,3,0,0,0,0,0,11
231880,0,0,0,0,0,0,0,11
231886,0,0,0,2,0,0,0,11
231894,0,0,0,0,0,0,0,11
231901,0,32,0,0,0,0,0,11
231940,0,1,1,0,0,1,0,11
231947,0,11,1,0,0,0,0,11
231965,3,27,0,1,0,0,0,11
231967,3,3,0,0,0,0,0,11
231981,0,5,0,0,0,0,0,11
231991,0,0,0,8,0,0,0,11
232007,5,4,0,0,5,0,0,11
232021,0,1,1,0,0,0,0,11
232030,0,5,0,0,0,0,0,11
232033,1,1,0,1,0,0,0,11
232036,0,7,0,0,0,0,0,11
232048,11,3,0,0,0,0,5,11
232069,2,1,0,1,1,0,0,11
232077,0,0,0,1,0,0,0,11
232105,0,7,3,0,0,0,0,11
232107,0,0,1,0,0,0,0,11
232110,90,9,4,1,1,0,0,11
232115,25,4,0,0,0,0,0,11
232120,7,0,10,0,0,0,0,11
232124,9,10,0,0,0,0,0,11
232131,4,1,0,0,0,0,0,11
232136,0,1,0,2,0,0,5,11
232146,0,5,0,0,0,0,0,11
232201,1,14,0,0,0,0,0,11
232214,3,0,1,0,0,0,0,11
232215,5,2,1,0,0,0,0,11
232241,2,26,0,0,0,0,0,11
232243,38,11,0,0,0,0,0,11
232277,1,1,0,0,0,0,0,11
232297,0,3,0,0,0,0,0,11
232300,25,0,0,0,0,0,0,11
232315,42,0,6,0,0,0,0,11
232318,49,106,0,7,0,0,0,11
232328,10,1,1,1,0,0,0,11
232332,1,5,0,0,0,0,0,11
232340,0,0,0,2,0,0,0,11
232365,0,2,7,0,0,0,0,11
232373,0,0,16,0,0,0,0,11
232407,3,5,0,0,0,0,0,11
232410,1,14,1,0,0,0,0,11
232434,1,1,0,0,0,0,0,11
232439,3,18,0,1,0,0,0,11
232444,0,3,0,0,0,0,0,11
232460,2,1,1,1,0,1,0,11
232472,0,3,1,0,0,0,0,11
232481,1,1,0,0,0,0,0,11
232482,3,4,4,3,0,0,0,11
232507,0,0,0,0,1,0,2,11
232508,0,1,0,0,0,0,0,11
232521,2,5,0,10,0,0,0,11
232576,0,28,0,0,0,0,0,11
232587,0,5,0,0,0,0,0,11
232604,15,0,1,0,0,1,1,11
232615,0,0,0,0,0,0,0,11
232617,4,1,0,0,0,0,0,11
232619,2,6,2,0,0,0,0,11
232620,78,3,2,1,0,0,0,11
232652,0,11,0,0,0,0,0,11
232688,0,0,1,0,0,1,0,11
232691,0,14,0,0,0,0,0,11
232703,3,2,0,0,0,0,0,11
232708,1,4,0,0,0,0,0,11
232741,3,175,0,1,0,0,0,11
232768,0,0,1,0,0,0,0,11
232786,0,0,0,0,0,0,0,11
232789,0,1,1,0,0,0,0,11
232792,0,0,0,0,0,0,0,11
232793,1,12,0,0,0,0,0,11
232820,21,2,0,0,0,0,0,11
232828,0,0,0,0,0,0,0,11
232838,1,0,3,0,0,0,0,11
232846,0,23,9,0,0,4,0,11
232856,0,0,0,0,0,0,1,11
232899,0,10,0,1,0,0,0,11
232924,3,0,0,0,0,0,0,11
232935,0,16,0,0,0,0,0,11
232941,0,2,0,0,0,0,0,11
232974,0,0,1,0,0,0,0,11
232994,7,1,3,0,0,0,0,11
232996,23,0,0,0,0,0,0,11
232998,0,0,0,0,0,0,0,11
233004,0,2,0,0,0,0,0,11
233005,0,2,0,0,0,0,0,11
233014,0,4,1,0,0,0,0,11
233020,0,0,2,0,0,0,0,11
233023,21,0,0,1,0,0,0,11
233025,0,0,0,0,0,0,0,11
233032,0,3,0,0,0,0,0,11
233033,6,2,0,0,0,0,0,11
233061,0,0,2,0,0,0,0,11
233080,0,0,0,2,0,0,0,11
233125,4,3,1,0,0,0,0,11
233127,185,2,2,0,0,0,0,11
233134,0,21,3,0,0,2,0,11
233155,8,0,2,0,0,0,0,11
233166,0,0,3,0,0,0,0,11
233187,9,3,1,0,0,0,0,11
233214,1,0,1,2,0,0,1,11
233224,0,0,0,3,0,0,0,11
233228,0,0,0,0,0,0,0,11
233233,2,0,2,0,0,0,0,11
233243,32,6,0,1,0,0,0,11
233245,1,1,0,0,0,0,0,11
233277,0,0,0,0,0,0,0,11
233280,0,7,0,1,0,0,5,11
233292,0,0,1,1,0,0,0,11
233322,64,2,2,0,0,0,0,11
233326,0,0,0,0,0,0,0,11
233327,5,1,2,0,0,0,0,11
233331,1,0,0,0,0,0,0,11
233340,28,8,0,0,2,0,0,11
233348,0,0,1,0,0,0,0,11
233359,2,1,0,1,0,0,0,11
233370,95,1,0,3,0,0,0,11
233380,2,4,0,0,0,0,0,11
233410,0,2,1,0,0,0,5,11
233427,1,3,1,1,0,0,0,11
233433,0,1,0,0,0,0,0,11
233455,0,1,3,0,0,0,0,11
233472,1,2,0,2,0,0,0,11
233477,1,0,0,0,0,0,0,11
233482,3,0,0,0,0,0,0,11
233487,4,2,1,0,0,1,0,11
233539,2,0,1,0,0,0,0,11
233586,0,4,1,0,0,0,0,11
233590,3,2,1,2,0,1,7,11
233613,23,1,0,1,0,0,0,11
233614,0,2,0,0,0,0,0,11
233642,1,3,0,0,0,0,0,11
233644,0,18,0,0,0,0,0,11
233645,2,1,0,3,0,0,0,11
233658,0,0,8,1,0,0,0,11
233677,0,0,0,0,0,0,0,11
233689,0,0,0,1,0,0,0,11
233695,0,2,3,0,0,2,0,11
233703,0,1,0,0,0,0,0,11
233733,31,0,2,0,0,0,0,11
233760,0,3,0,0,0,0,0,11
233776,0,0,7,1,0,0,0,11
233824,0,2,1,5,0,0,0,11
233826,0,0,0,0,0,0,0,11
233828,0,0,0,0,0,0,0,11
233872,2,1,1,2,0,0,0,11
233894,0,0,0,0,0,0,0,11
233898,0,0,3,0,0,1,0,11
233907,0,8,1,5,0,0,0,11
233909,7,3,0,0,0,0,0,11
233919,0,0,5,0,0,0,0,11
233920,0,3,9,1,0,0,0,11
233927,0,2,0,0,0,0,0,11
233934,0,0,1,0,0,0,0,11
233944,0,0,0,0,0,0,0,11
233952,2,1,2,0,0,0,0,11
233955,0,0,3,28,0,0,0,11
233969,0,0,0,0,0,0,0,11
233972,0,1,1,2,0,0,0,11
234006,0,1,0,0,0,0,0,11
234010,0,3,4,0,0,1,0,11
234012,1,10,2,0,0,0,0,11
234039,0,0,0,0,0,0,0,11
234044,9,0,3,0,0,0,0,11
234045,0,0,0,1,0,0,0,11
234050,0,3,0,0,0,0,0,11
234068,0,0,0,0,0,0,0,11
234074,0,2,0,0,0,0,0,11
234081,0,0,0,0,0,0,0,11
234085,3,4,0,3,0,0,0,11
234094,102,0,0,2,0,0,0,11
234098,4,2,0,0,0,0,0,11
234105,0,0,0,2,0,0,0,11
234109,0,3,2,1,0,1,1,11
234117,6,1,1,0,0,1,0,11
234119,1,1,3,0,0,0,0,11
234124,7,5,1,0,0,0,0,11
234136,4,3,1,1,0,0,0,11
234144,0,3,0,0,0,0,0,11
234151,0,0,0,0,0,0,0,11
234158,0,13,0,0,0,0,0,11
234160,0,1,0,0,0,0,0,11
234164,2,76,0,19,0,0,0,11
234169,0,19,0,0,0,0,0,11
234170,2,2,2,0,0,0,0,11
234177,0,0,0,2,0,0,0,11
234184,6,15,6,0,0,0,0,11
234190,16,0,8,0,0,0,0,11
234195,1,0,0,6,0,0,0,11
234203,1,1,6,0,0,0,0,11
234216,1,1,0,0,0,0,0,11
234219,0,0,0,1,0,0,0,11
234250,0,64,0,0,0,0,0,11
234263,0,1,0,0,0,0,0,11
234268,2,10,0,0,0,0,0,11
234281,3,3,1,0,0,0,0,11
234306,0,0,0,0,0,0,0,11
234325,0,1,2,0,0,0,0,11
234332,0,3,0,2,0,0,0,11
234341,74,5,0,0,0,0,0,11
234352,0,3,3,0,0,0,0,11
234359,4,58,0,0,0,0,0,11
234361,0,8,0,0,0,0,0,11
234363,153,2,3,0,0,2,0,11
234375,0,0,1,0,0,0,0,11
234404,0,3,0,0,0,0,0,11
234407,2,10,1,0,0,0,0,11
234440,1,0,0,0,0,0,3,11
234446,13,7,0,0,0,0,0,11
234453,5,3,0,1,0,0,0,11
234461,0,0,0,0,0,0,0,11
234481,14,31,0,0,0,0,0,11
234504,0,12,13,2,0,0,0,11
234530,3,0,0,0,0,0,0,11
234533,0,0,0,0,0,0,0,11
234535,0,1,0,0,0,0,0,11
234538,57,1,2,1,0,0,0,11
234546,0,2,10,0,0,0,0,11
234562,0,0,0,0,0,0,1,11
234571,53,1,1,0,0,0,0,11
234601,0,1,1,0,0,0,0,11
234615,0,2,0,0,0,0,0,11
234626,2,0,1,0,0,1,0,11
234641,11,1,0,0,0,0,0,11
234653,0,0,0,0,0,0,0,11
234665,0,2,0,0,0,0,0,11
234666,0,5,2,0,0,0,0,11
234685,0,3,3,0,0,0,1,11
234701,0,7,0,0,0,0,0,11
234723,0,0,0,0,0,0,0,11
234737,0,0,0,1,0,0,0,11
234742,0,0,0,0,0,0,1,11
234750,0,8,0,0,0,0,0,11
234763,0,17,0,0,0,0,0,11
234773,0,1,0,1,0,0,0,11
234782,0,5,0,0,0,0,0,11
234786,12,2,8,0,0,0,0,11
234800,31,7,1,0,0,0,0,11
234812,0,1,0,0,0,0,0,11
234813,0,2,0,1,0,0,0,11
234826,2,5,0,0,0,0,0,11
234852,1,2,1,1,0,0,0,11
234863,0,0,0,0,0,0,0,11
234877,0,1,0,0,0,0,0,11
234881,0,4,1,0,0,0,0,11
234896,0,2,1,0,0,0,0,11
234917,57,16,0,0,1,0,0,11
234934,0,0,8,0,0,0,0,11
234960,0,0,1,0,0,0,0,11
234967,12,1,8,0,4,2,0,11
234972,0,4,0,0,0,0,0,11
234989,0,6,0,3,0,0,0,11
234990,0,0,0,8,0,0,0,11
234997,0,85,0,8,0,0,0,11
235000,1,1,7,0,0,0,0,11
235018,3,40,0,0,1,0,0,11
235036,0,2,0,0,0,0,0,11
235047,0,0,0,0,0,0,0,11
235091,0,0,0,0,0,0,0,11
235113,0,0,0,0,0,0,0,11
235118,0,5,0,0,0,0,0,11
235127,0,2,1,0,0,0,0,11
235153,3,6,1,2,0,0,0,11
235159,4,4,0,0,0,0,0,11
235166,0,16,1,0,0,0,0,11
235200,0,6,0,0,0,0,0,11
235201,5,0,0,2,1,0,0,11
235205,0,3,0,0,0,0,0,11
235217,1,29,0,0,0,0,0,11
235225,22,0,0,0,0,0,0,11
235228,14,7,0,1,0,0,0,11
235245,0,44,1,7,0,0,0,11
235246,0,0,0,0,0,0,3,11
235247,0,0,0,2,0,0,0,11
235272,1,6,0,0,0,0,0,11
235291,202,1,0,0,0,0,0,11
235301,2,0,2,0,0,0,0,11
235303,13,2,5,0,0,1,0,11
235322,0,0,2,0,0,0,0,11
235342,0,2,0,0,0,0,0,11
235347,0,0,0,1,0,0,0,11
235354,0,1,0,0,0,0,0,11
235358,0,3,1,0,0,0,0,11
235371,0,107,0,0,0,0,0,11
235377,0,0,2,0,0,0,0,11
235380,0,0,0,0,0,0,0,11
235385,0,1,2,0,0,0,0,11
235400,0,2,7,0,0,0,0,11
235401,0,2,0,0,0,0,0,11
235415,3,2,0,0,0,0,0,11
235431,7,7,2,0,2,0,0,11
235438,2,4,1,0,0,0,0,11
235442,0,1,1,0,0,0,0,11
235456,0,5,1,0,0,0,0,11
235457,0,1,3,0,0,0,0,11
235461,4,0,0,2,0,0,0,11
235482,0,0,5,0,0,0,0,11
235487,13,12,0,0,12,0,0,11
235491,106,4,1,1,0,0,0,11
235496,18,2,0,0,0,0,0,11
235498,0,1,4,0,0,0,0,11
235499,0,5,0,0,0,0,0,11
235501,0,0,3,0,0,0,0,11
235519,3,2,6,0,0,0,0,11
235534,0,1,0,0,0,0,0,11
235542,2,0,0,10,0,0,0,11
235545,10,8,1,0,0,0,0,11
235553,13,3,1,0,0,0,0,11
235557,0,0,0,2,0,0,0,11
235565,4,1,2,0,0,0,0,11
235594,1,2,6,0,0,0,0,11
235600,0,1,0,0,0,0,2,11
235616,0,0,0,0,0,0,0,11
235637,0,0,0,0,0,0,0,11
235662,0,5,0,0,1,0,0,11
235667,0,0,2,0,0,0,0,11
235701,19,5,5,0,0,0,0,11
235710,2,2,3,3,0,0,8,11
235724,1,1,1,0,0,1,0,11
235741,0,1,2,0,0,0,0,11
235751,0,0,0,0,0,0,0,11
235752,0,0,0,0,0,0,0,11
235762,2,1,0,0,0,0,0,11
235805,2,0,0,1,0,0,1,11
235809,0,0,2,0,0,0,0,11
235825,18,0,2,0,0,0,0,11
235826,1,2,0,0,0,0,0,11
235831,9,2,1,0,0,0,0,11
235842,0,1,0,0,0,0,0,11
235853,0,0,8,0,0,0,0,11
235856,0,10,1,0,0,1,0,11
235857,0,0,2,0,0,0,0,11
235866,0,1,0,0,0,0,0,11
235883,0,0,2,0,0,0,0,11
235884,0,2,12,0,0,0,0,11
235888,3,2,0,0,0,0,0,11
235891,14,0,1,0,1,1,0,11
235913,0,3,3,0,0,0,0,11
235927,0,2,0,0,0,0,0,11
235955,1,1,0,0,0,0,0,11
235962,0,1,0,8,0,0,1,11
235970,0,0,0,0,0,0,0,11
235982,6,2,2,0,0,0,0,11
236001,3,2,0,2,0,0,0,11
236008,49,6,0,0,0,0,0,11
236011,0,0,2,0,0,0,0,11
236012,24,3,0,0,0,0,0,11
236015,0,22,1,0,0,0,3,11
236024,0,2,0,0,0,0,0,11
236025,0,0,1,0,0,0,0,11
236033,0,4,0,0,0,0,0,11
236070,0,2,1,0,0,0,0,11
236098,0,0,3,0,0,1,0,11
236115,5,3,0,0,0,0,0,11
236118,2,0,0,0,0,0,0,11
236119,32,0,0,0,0,0,0,11
236122,2,0,0,1,0,0,0,11
236131,0,1,0,0,0,0,0,11
236132,0,2,1,0,0,0,0,11
236138,0,2,0,1,0,0,0,11
236147,0,0,2,0,0,0,0,11
236149,0,1,1,1,1,0,0,11
236158,16,3,0,0,1,0,0,11
236162,0,2,0,0,0,0,0,11
236164,3,5,0,0,0,0,0,11
236205,0,0,2,0,0,0,0,11
236220,0,9,0,0,0,0,0,11
236225,2,0,0,0,0,0,0,11
236242,1,1,0,0,0,0,0,11
236254,0,1,1,0,0,0,0,11
236298,0,5,1,0,0,0,0,11
236325,1,1,1,0,0,0,0,11
236336,0,0,1,0,0,0,0,11
236344,0,0,2,0,0,2,0,11
236354,0,1,0,11,0,0,1,11
236363,0,18,0,0,1,0,0,11
236377,18,11,0,0,0,0,0,11
236387,0,0,0,2,0,0,1,11
236389,2,12,2,0,0,0,0,11
236393,3,1,0,2,0,0,0,11
236413,0,3,0,0,0,0,0,11
236416,3,2,0,2,0,0,0,11
236420,1,6,0,1,0,0,0,11
236423,1,4,0,0,0,0,0,11
236424,3,2,1,1,0,0,0,11
236429,2,5,2,0,0,0,0,11
236452,1,0,0,0,0,0,0,11
236456,0,8,0,1,0,0,5,11
236457,0,0,0,5,0,0,0,11
236467,0,0,1,0,0,0,0,11
236471,6,2,0,0,0,0,0,11
236512,1,7,0,0,0,0,0,11
236560,0,0,9,0,0,0,0,11
236584,0,3,0,3,0,0,0,11
236589,6,6,0,0,0,0,0,11
236590,0,4,0,0,0,0,0,11
236618,0,1,2,0,0,0,1,11
236626,79,22,11,9,1,0,0,11
236631,3,10,0,0,0,0,0,11
236635,2,3,0,0,0,0,0,11
236705,0,0,0,18,0,0,0,11
236725,0,0,0,0,0,0,0,11
236726,0,12,0,6,0,0,1,11
236747,1,2,0,0,0,0,0,11
236752,0,29,0,0,0,0,0,11
236764,1,9,0,0,0,0,0,11
236767,17,1,0,1,0,0,0,11
236786,0,0,0,0,0,0,0,11
236800,0,2,1,2,0,0,0,11
236808,1,2,0,0,0,0,0,11
236809,0,0,0,0,0,0,0,11
236828,0,2,0,0,0,0,0,11
236846,56,0,0,0,0,0,0,11
236847,0,0,2,1,0,2,0,11
236857,291,1,1,10,0,1,0,11
236877,0,8,0,0,0,0,0,11
236880,0,17,0,0,0,0,0,11
236907,0,1,0,0,0,0,0,11
236921,0,0,0,0,0,0,0,11
236927,64,6,3,0,0,1,0,11
236929,0,7,0,0,0,0,0,11
236934,16,3,3,1,0,2,0,11
236942,1,0,0,0,0,0,0,11
236944,0,1,0,2,0,0,0,11
236965,0,0,0,0,0,0,0,11
236976,0,7,0,0,0,0,0,11
237002,0,9,0,0,0,0,0,11
237016,0,5,0,0,0,0,0,11
237019,9,35,0,0,0,0,0,11
237030,1,2,0,0,0,0,0,11
237040,1,2,0,0,0,0,0,11
237049,3,4,1,0,1,0,0,11
237067,0,0,0,0,0,0,0,11
237108,10,0,4,0,0,0,0,11
237124,0,1,1,0,0,0,0,11
237167,7,0,0,1,0,0,0,11
237188,0,12,0,0,0,0,0,11
237201,0,6,0,0,0,0,0,11
237202,25,5,0,0,0,0,0,11
237208,0,4,0,0,0,0,8,11
237213,0,2,3,0,1,0,0,11
237214,0,2,0,0,0,0,0,11
237216,3,60,0,0,0,0,0,11
237219,6,1,19,0,0,13,0,11
237220,0,0,0,0,0,0,0,11
237221,8,1,4,0,0,0,0,11
237248,9,2,0,0,2,0,0,11
237253,0,10,0,0,0,0,0,11
237275,6,0,1,1,0,0,0,11
237277,0,4,0,0,0,0,0,11
237284,10,80,1,0,0,0,0,11
237318,0,8,0,1,0,0,0,11
237336,25,3,0,0,0,0,0,11
237339,1,3,0,0,0,0,0,11
237372,0,0,0,0,0,0,1,11
237399,7,0,1,0,0,0,0,11
237414,1,1,4,0,0,1,0,11
237436,0,0,3,0,0,0,0,11
237442,0,1,0,0,0,0,0,11
237443,0,1,0,0,0,0,0,11
237471,4,2,3,4,0,0,0,11
237474,0,1,1,0,0,0,0,11
237476,0,5,6,1,0,0,0,11
237478,1,8,0,0,0,0,0,11
237489,3,0,3,0,0,0,0,11
237508,0,7,3,0,0,0,0,11
237523,0,0,11,1,0,0,0,11
237538,0,9,1,0,0,0,0,11
237540,1,2,0,0,0,0,0,11
237547,2,1,0,0,0,0,0,11
237550,0,1,5,0,0,0,0,11
237563,0,0,12,2,0,0,0,11
237569,0,0,6,0,0,0,0,11
237570,56,2,0,1,0,0,0,11
237574,1,2,0,1,0,0,0,11
